date,hospital_id,Hospital name,Location,total_number_of_beds,total_admissions,baseline_admissions,surge_multiplier,is_surge,surge_severity,surge_reasons,respiratory_admissions,waterborne_admissions,heat_related_admissions,trauma_admissions,other_admissions,avg_aqi,temperature_c,rainfall_mm,active_events
2021-08-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,247,247,1.0,False,None,None,37,24,12,49,125,57,28.2,3.9,None
2021-08-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,217,217,1.0,False,None,None,32,21,10,43,111,61,28.0,3.7,None
2021-08-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,202,202,1.0,False,None,None,30,20,10,40,102,70,27.2,9.1,None
2021-08-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,218,218,1.0,False,None,None,32,21,10,43,112,68,27.3,6.7,None
2021-08-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,216,216,1.0,False,None,None,32,21,10,43,110,74,27.7,3.9,None
2021-08-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,270,1.0,False,None,None,40,27,13,54,136,85,26.7,13.7,None
2021-08-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,238,238,1.0,False,None,None,29,59,9,39,102,80,26.4,21.8,None
2021-08-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,226,226,1.0,False,None,None,28,56,9,37,96,72,25.8,33.4,None
2021-08-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,243,243,1.0,False,None,None,30,60,10,40,103,66,27.2,26.8,None
2021-08-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,223,172,1.3,True,Moderate,Monsoon flooding caused severe leptospirosis and typhoid outbreaks.,27,55,9,37,95,63,25.9,71.7,None
2021-08-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,216,216,1.0,False,None,None,32,21,10,43,110,56,27.5,3.1,None
2021-08-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,223,223,1.0,False,None,None,33,22,11,44,113,54,28.6,2.3,None
2021-08-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,225,225,1.0,False,None,None,33,22,11,45,114,67,28.5,1.4,None
2021-08-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,279,279,1.0,False,None,None,41,27,13,55,143,71,28.0,1.6,None
2021-08-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,79,27.9,3.4,None
2021-08-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,291,291,1.0,False,None,None,43,29,14,58,147,88,28.1,2.1,None
2021-08-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,208,208,1.0,False,None,None,31,20,10,41,106,76,27.9,0.6,None
2021-08-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,186,186,1.0,False,None,None,27,18,9,37,95,70,28.3,1.4,None
2021-08-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,303,303,1.0,False,None,None,45,30,15,60,153,65,27.2,6.0,None
2021-08-31,KEM_H1,King Edward Memorial Hospital,Parel,2250,318,318,1.0,False,None,None,39,79,13,53,134,62,26.8,49.1,None
2021-09-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,319,319,1.0,False,None,None,47,31,15,63,163,58,27.5,17.2,None
2021-09-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,310,310,1.0,False,None,None,46,31,15,62,156,62,28.0,7.1,None
2021-09-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,257,257,1.0,False,None,None,38,25,12,51,131,55,27.3,13.7,None
2021-09-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,226,226,1.0,False,None,None,33,22,11,45,115,68,27.9,16.6,None
2021-09-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,229,229,1.0,False,None,None,34,22,11,45,117,71,27.3,10.1,None
2021-09-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,288,1.0,False,None,None,43,28,14,57,146,52,28.0,7.9,None
2021-09-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,288,1.0,False,None,None,35,72,12,48,121,64,27.3,32.0,None
2021-09-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,400,308,1.3,True,Moderate,Monsoon outbreak of waterborne diseases.,49,100,16,66,169,70,27.8,146.8,None
2021-09-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,324,324,1.0,False,None,None,48,32,16,64,164,75,28.5,6.9,None
2021-09-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,276,230,1.2,True,Minor,Event: Ganesh Chaturthi,36,24,12,84,120,61,27.9,9.9,Ganesh Chaturthi
2021-09-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,333,222,1.5,True,Moderate,Monsoon flooding amplified dengue and leptospirosis cases.,37,74,12,86,124,69,27.7,53.6,Ganesh Chaturthi
2021-09-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,274,229,1.2,True,Minor,Event: Ganesh Chaturthi,30,60,10,71,103,73,27.7,45.3,Ganesh Chaturthi
2021-09-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,284,237,1.2,True,Minor,Event: Ganesh Chaturthi,31,63,10,73,107,80,27.0,27.4,Ganesh Chaturthi
2021-09-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,260,217,1.2,True,Minor,Event: Ganesh Chaturthi,33,22,11,79,115,78,28.5,6.0,Ganesh Chaturthi
2021-09-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,312,260,1.2,True,Minor,Event: Ganesh Chaturthi,40,27,13,94,138,59,27.8,6.0,Ganesh Chaturthi
2021-09-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,294,245,1.2,True,Minor,Event: Ganesh Chaturthi,38,25,12,89,130,66,28.7,4.4,Ganesh Chaturthi
2021-09-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,279,233,1.2,True,Minor,Event: Ganesh Chaturthi,36,24,12,84,123,72,28.5,3.3,Ganesh Chaturthi
2021-09-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,253,211,1.2,True,Minor,Event: Ganesh Chaturthi,33,22,11,77,110,65,27.4,3.3,Ganesh Chaturthi
2021-09-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,285,238,1.2,True,Minor,Event: Ganesh Chaturthi,37,24,12,86,126,54,27.3,6.4,Ganesh Chaturthi
2021-09-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,229,229,1.0,False,None,None,34,22,11,45,117,74,27.7,10.2,None
2021-09-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,270,1.0,False,None,None,40,27,13,54,136,85,27.3,17.8,None
2021-09-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,222,222,1.0,False,None,None,33,22,11,44,112,92,26.9,19.7,None
2021-09-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,284,284,1.0,False,None,None,42,28,14,56,144,79,27.4,6.6,None
2021-09-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,302,302,1.0,False,None,None,45,30,15,60,152,70,28.7,2.0,None
2021-09-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,229,229,1.0,False,None,None,34,22,11,45,117,101,28.2,2.2,None
2021-09-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,221,221,1.0,False,None,None,33,22,11,44,111,95,28.2,2.8,None
2021-09-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,275,275,1.0,False,None,None,41,27,13,55,139,88,26.8,5.2,None
2021-09-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,310,310,1.0,False,None,None,46,31,15,62,156,77,26.6,14.3,None
2021-09-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,291,291,1.0,False,None,None,36,72,12,48,123,63,27.9,30.7,None
2021-09-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,264,264,1.0,False,None,None,39,26,13,52,134,104,27.9,4.4,None
2021-10-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,233,233,1.0,False,None,None,34,23,11,46,119,98,29.1,0.2,None
2021-10-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,178,178,1.0,False,None,None,26,17,8,35,92,104,28.8,0.8,None
2021-10-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,219,219,1.0,False,None,None,32,21,10,43,113,96,30.5,0.2,None
2021-10-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,248,248,1.0,False,None,None,37,24,12,49,126,111,30.7,0.0,None
2021-10-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,231,231,1.0,False,None,None,34,23,11,46,117,118,30.9,0.9,None
2021-10-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,237,237,1.0,False,None,None,35,23,11,47,121,109,31.4,7.4,None
2021-10-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,225,1.2,True,Minor,Event: Navratri,35,23,11,82,119,125,32.0,2.4,Navratri
2021-10-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,324,270,1.2,True,Minor,Event: Navratri,42,28,14,98,142,131,29.3,6.8,Navratri
2021-10-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,273,228,1.2,True,Minor,Event: Navratri,35,23,11,83,121,122,28.6,5.2,Navratri
2021-10-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,274,229,1.2,True,Minor,Event: Navratri,35,23,11,83,122,116,29.3,6.2,Navratri
2021-10-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,360,300,1.2,True,Minor,Event: Navratri,46,31,15,109,159,135,29.3,14.6,Navratri
2021-10-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,280,234,1.2,True,Minor,Event: Navratri,36,24,12,85,123,129,30.2,0.7,Navratri
2021-10-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,272,227,1.2,True,Minor,Event: Navratri,35,23,11,82,121,139,31.0,1.6,Navratri
2021-10-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,268,224,1.2,True,Minor,Event: Navratri,34,23,11,81,119,146,32.0,0.7,Navratri
2021-10-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,357,298,1.2,True,Minor,Event: Navratri,46,31,15,108,157,143,33.0,0.0,Navratri
2021-10-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,176,176,1.0,False,None,None,26,17,8,35,90,149,31.6,0.0,None
2021-10-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,209,209,1.0,False,None,None,31,20,10,41,107,134,30.6,0.0,None
2021-10-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,287,287,1.0,False,None,None,43,28,14,57,145,147,30.2,1.1,None
2021-10-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,222,222,1.0,False,None,None,33,22,11,44,112,155,29.3,0.5,None
2021-10-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,290,290,1.0,False,None,None,43,29,14,58,146,142,29.8,0.0,None
2021-10-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,266,266,1.0,False,None,None,39,26,13,53,135,159,31.3,0.0,None
2021-10-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,250,250,1.0,False,None,None,37,25,12,50,126,164,32.2,0.0,None
2021-10-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,183,183,1.0,False,None,None,27,18,9,36,93,161,31.1,0.0,None
2021-10-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,225,225,1.0,False,None,None,33,22,11,45,114,152,29.6,0.0,None
2021-10-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,275,275,1.0,False,None,None,41,27,13,55,139,168,30.4,0.0,None
2021-10-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,217,217,1.0,False,None,None,32,21,10,43,111,175,32.1,0.0,None
2021-10-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,256,256,1.0,False,None,None,38,25,12,51,130,163,33.2,0.0,None
2021-10-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,201,201,1.0,False,None,None,30,20,10,40,101,158,33.7,0.0,None
2021-10-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,204,204,1.0,False,None,None,30,20,10,40,104,172,33.4,0.0,None
2021-10-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,166,166,1.0,False,None,None,24,16,8,33,85,166,33.2,0.0,None
2021-10-31,KEM_H1,King Edward Memorial Hospital,Parel,2250,238,238,1.0,False,None,None,35,23,11,47,122,178,32.6,0.0,None
2021-11-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,305,305,1.0,False,None,None,45,30,15,61,154,178,32.2,0.0,None
2021-11-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,276,276,1.0,False,None,None,41,27,13,55,140,185,33.3,0.0,None
2021-11-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,288,1.0,False,None,None,43,28,14,57,146,191,33.8,0.0,None
2021-11-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,346,289,1.2,True,Minor,Event: Diwali,45,30,15,105,151,169,32.5,0.0,Diwali
2021-11-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,316,226,1.4,True,Moderate,Severe post-Diwali smog triggered acute respiratory failure.,81,23,11,81,120,205,32.4,1.6,Diwali
2021-11-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,268,192,1.4,True,Moderate,Severe smog causing respiratory spike post-Diwali.,69,19,9,69,102,211,31.4,0.1,Diwali
2021-11-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,214,179,1.2,True,Minor,Poor AQI,62,17,8,35,92,220,29.3,0.0,None
2021-11-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,279,279,1.0,False,None,None,41,27,13,55,143,198,31.8,0.0,None
2021-11-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,374,312,1.2,True,Minor,Poor AQI,109,31,15,62,157,215,32.5,0.0,None
2021-11-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,280,234,1.2,True,Minor,Poor AQI,81,23,11,46,119,230,32.3,0.0,None
2021-11-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,240,1.2,True,Minor,Poor AQI,84,24,12,48,120,203,32.7,0.0,None
2021-11-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,260,260,1.0,False,None,None,39,26,13,52,130,188,32.1,0.0,None
2021-11-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,205,171,1.2,True,Minor,Poor AQI,59,17,8,34,87,245,32.8,0.0,None
2021-11-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,291,243,1.2,True,Minor,Poor AQI,84,24,12,48,123,225,32.6,0.0,None
2021-11-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,267,223,1.2,True,Minor,Poor AQI,77,22,11,44,113,251,32.6,0.0,None
2021-11-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,284,237,1.2,True,Minor,Poor AQI,82,23,11,47,121,218,33.6,0.0,None
2021-11-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,246,1.2,True,Minor,Poor AQI,86,24,12,49,124,208,32.3,2.1,None
2021-11-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,291,243,1.2,True,Minor,Poor AQI,84,24,12,48,123,235,30.2,2.2,None
2021-11-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,314,262,1.2,True,Minor,Poor AQI,91,26,13,52,132,248,31.5,0.7,None
2021-11-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,266,222,1.2,True,Minor,Poor AQI,77,22,11,44,112,210,32.6,1.1,None
2021-11-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,230,192,1.2,True,Minor,Poor AQI,67,19,9,38,97,233,32.9,7.9,None
2021-11-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,312,260,1.2,True,Minor,Poor AQI,91,26,13,52,130,265,28.8,2.3,None
2021-11-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,374,312,1.2,True,Minor,Poor AQI,109,31,15,62,157,240,30.6,0.0,None
2021-11-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,366,305,1.2,True,Minor,Poor AQI,106,30,15,61,154,228,31.8,0.0,None
2021-11-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,284,237,1.2,True,Minor,Poor AQI,82,23,11,47,121,255,32.7,0.0,None
2021-11-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,302,252,1.2,True,Minor,Poor AQI,88,25,12,50,127,270,32.6,0.0,None
2021-11-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,211,176,1.2,True,Minor,Poor AQI,61,17,8,35,90,238,32.7,0.0,None
2021-11-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,246,1.2,True,Minor,Poor AQI,86,24,12,49,124,245,32.3,0.0,None
2021-11-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,274,229,1.2,True,Minor,Poor AQI,79,22,11,45,117,260,32.6,0.0,None
2021-11-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,343,286,1.2,True,Minor,Poor AQI,100,28,14,57,144,253,32.6,0.0,None
2021-12-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,239,239,1.0,False,None,None,29,59,9,39,103,185,24.8,41.4,None
2021-12-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,286,220,1.3,True,Moderate,Heavy Rainfall,35,71,11,47,122,192,24.9,56.7,None
2021-12-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,289,241,1.2,True,Minor,Poor AQI,84,24,12,48,121,205,27.1,0.8,None
2021-12-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,279,233,1.2,True,Minor,Poor AQI,81,23,11,46,118,215,27.7,0.1,None
2021-12-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,194,194,1.0,False,None,None,29,19,9,38,99,200,26.8,0.2,None
2021-12-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,252,252,1.0,False,None,None,37,25,12,50,128,188,29.1,0.0,None
2021-12-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,297,297,1.0,False,None,None,44,29,14,59,151,175,30.2,0.0,None
2021-12-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,326,272,1.2,True,Minor,Poor AQI,95,27,13,54,137,220,31.1,0.0,None
2021-12-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,279,233,1.2,True,Minor,Poor AQI,81,23,11,46,118,235,30.0,0.0,None
2021-12-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,306,255,1.2,True,Minor,Poor AQI,89,25,12,51,129,240,31.3,0.0,None
2021-12-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,210,175,1.2,True,Minor,Poor AQI,61,17,8,35,89,255,31.1,0.0,None
2021-12-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,217,181,1.2,True,Minor,Poor AQI,63,18,9,36,91,230,31.7,0.0,None
2021-12-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,277,231,1.2,True,Minor,Poor AQI,80,23,11,46,117,218,29.4,0.0,None
2021-12-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,327,273,1.2,True,Minor,Poor AQI,95,27,13,54,138,205,28.6,0.0,None
2021-12-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,312,260,1.2,True,Minor,Poor AQI,91,26,13,52,130,210,27.4,0.0,None
2021-12-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,354,295,1.2,True,Minor,Poor AQI,103,29,14,59,149,225,28.3,0.0,None
2021-12-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,302,252,1.2,True,Minor,Poor AQI,88,25,12,50,127,238,28.1,0.0,None
2021-12-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,240,200,1.2,True,Minor,Poor AQI,70,20,10,40,100,212,29.5,0.0,None
2021-12-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,234,234,1.0,False,None,None,35,23,11,46,119,200,29.9,0.0,None
2021-12-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,300,300,1.0,False,None,None,45,30,15,60,150,195,30.0,0.0,None
2021-12-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,292,292,1.0,False,None,None,43,29,14,58,148,180,28.7,0.0,None
2021-12-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,343,286,1.2,True,Minor,Poor AQI,100,28,14,57,144,245,28.2,0.0,None
2021-12-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,294,245,1.2,True,Minor,Poor AQI,85,24,12,49,124,260,28.1,0.0,None
2021-12-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,332,277,1.2,True,Minor,Poor AQI,96,27,13,55,141,275,26.4,0.0,None
2021-12-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,225,1.2,True,Minor,Poor AQI,78,22,11,45,114,285,26.4,0.0,None
2021-12-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,211,176,1.2,True,Minor,Poor AQI,61,17,8,35,90,265,28.3,0.0,None
2021-12-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,288,240,1.2,True,Minor,Poor AQI,84,24,12,48,120,250,29.5,0.0,None
2021-12-28,KEM_H1,King Edward Memorial Hospital,Parel,2250,296,247,1.2,True,Minor,Poor AQI,86,24,12,49,125,230,28.2,0.0,None
2021-12-29,KEM_H1,King Edward Memorial Hospital,Parel,2250,351,293,1.2,True,Minor,Poor AQI,102,29,14,58,148,245,27.7,0.0,None
2021-12-30,KEM_H1,King Edward Memorial Hospital,Parel,2250,328,274,1.2,True,Minor,Poor AQI,95,27,13,54,139,255,30.1,0.0,None
2021-12-31,KEM_H1,King Edward Memorial Hospital,Parel,2250,283,236,1.2,True,Minor,Poor AQI,82,23,11,47,120,270,31.5,0.0,None
2022-01-01,KEM_H1,King Edward Memorial Hospital,Parel,2250,240,200,1.2,True,Minor,Poor AQI,70,20,10,40,100,249,31.4,0.0,None
2022-01-02,KEM_H1,King Edward Memorial Hospital,Parel,2250,230,230,1.0,False,None,None,34,23,11,46,116,150,30.7,0.0,None
2022-01-03,KEM_H1,King Edward Memorial Hospital,Parel,2250,352,294,1.2,True,Minor,Poor AQI,102,29,14,58,149,271,31.0,0.0,None
2022-01-04,KEM_H1,King Edward Memorial Hospital,Parel,2250,350,292,1.2,True,Minor,Poor AQI,102,29,14,58,147,241,31.4,0.0,None
2022-01-05,KEM_H1,King Edward Memorial Hospital,Parel,2250,299,299,1.0,False,None,None,44,29,14,59,153,85,28.6,0.0,None
2022-01-06,KEM_H1,King Edward Memorial Hospital,Parel,2250,234,234,1.0,False,None,None,35,23,11,46,119,168,28.0,0.0,None
2022-01-07,KEM_H1,King Edward Memorial Hospital,Parel,2250,261,261,1.0,False,None,None,39,26,13,52,131,200,27.5,0.0,None
2022-01-08,KEM_H1,King Edward Memorial Hospital,Parel,2250,191,191,1.0,False,None,None,28,19,9,38,97,113,24.6,2.3,None
2022-01-09,KEM_H1,King Edward Memorial Hospital,Parel,2250,270,225,1.2,True,Minor,Poor AQI,78,22,11,45,114,238,25.5,0.0,None
2022-01-10,KEM_H1,King Edward Memorial Hospital,Parel,2250,295,295,1.0,False,None,None,44,29,14,59,149,159,24.4,0.0,None
2022-01-11,KEM_H1,King Edward Memorial Hospital,Parel,2250,227,227,1.0,False,None,None,34,22,11,45,115,170,24.6,0.0,None
2022-01-12,KEM_H1,King Edward Memorial Hospital,Parel,2250,268,268,1.0,False,None,None,40,26,13,53,136,125,25.2,0.0,None
2022-01-13,KEM_H1,King Edward Memorial Hospital,Parel,2250,222,222,1.0,False,None,None,33,22,11,44,112,188,26.0,0.0,None
2022-01-14,KEM_H1,King Edward Memorial Hospital,Parel,2250,351,293,1.2,True,Minor,Poor AQI,102,29,14,58,148,281,25.9,0.0,None
2022-01-15,KEM_H1,King Edward Memorial Hospital,Parel,2250,286,239,1.2,True,Minor,Poor AQI,83,23,11,47,122,206,28.9,0.0,None
2022-01-16,KEM_H1,King Edward Memorial Hospital,Parel,2250,233,233,1.0,False,None,None,34,23,11,46,119,199,31.5,0.0,None
2022-01-17,KEM_H1,King Edward Memorial Hospital,Parel,2250,278,232,1.2,True,Minor,Poor AQI,81,23,11,46,117,266,30.8,0.0,None
2022-01-18,KEM_H1,King Edward Memorial Hospital,Parel,2250,307,256,1.2,True,Minor,Poor AQI,89,25,12,51,130,283,29.1,0.0,None
2022-01-19,KEM_H1,King Edward Memorial Hospital,Parel,2250,308,257,1.2,True,Minor,Poor AQI,89,25,12,51,131,272,29.3,0.0,None
2022-01-20,KEM_H1,King Edward Memorial Hospital,Parel,2250,212,212,1.0,False,None,None,31,21,10,42,108,165,27.6,0.0,None
2022-01-21,KEM_H1,King Edward Memorial Hospital,Parel,2250,237,237,1.0,False,None,None,35,23,11,47,121,123,27.2,0.0,None
2022-01-22,KEM_H1,King Edward Memorial Hospital,Parel,2250,300,250,1.2,True,Minor,Poor AQI,87,25,12,50,126,203,26.8,1.0,None
2022-01-23,KEM_H1,King Edward Memorial Hospital,Parel,2250,178,178,1.0,False,None,None,26,17,8,35,92,160,23.4,0.4,None
2022-01-24,KEM_H1,King Edward Memorial Hospital,Parel,2250,285,238,1.2,True,Minor,Poor AQI,83,23,11,47,121,208,24.4,0.0,None
2022-01-25,KEM_H1,King Edward Memorial Hospital,Parel,2250,225,225,1.0,False,None,None,33,22,11,45,114,184,25.5,0.0,None
2022-01-26,KEM_H1,King Edward Memorial Hospital,Parel,2250,233,233,1.0,False,None,None,34,23,11,46,119,199,27.4,0.0,None
2022-01-27,KEM_H1,King Edward Memorial Hospital,Parel,2250,325,271,1.2,True,Minor,Poor AQI,94,27,13,54,137,257,29.4,0.0,None
